Cod Vendas;Data;ID Loja;Produto;Quantidade;Valor Unitário;Valor Final
91612;2023-06-14;Loja 16;Calça Jeans;3;103,35;310,05
91613;2024-11-21;Loja 15;Camisa Polo;1;108,76;108,76
91614;2025-09-04;Loja 14;Shorts Sarja;2;68,15;136,3
91615;2024-06-25;Loja 07;Tênis Corrida;4;123,26;493,04
91616;2023-11-11;Loja 19;Sapatilha Casual;3;40,56;121,68
91617;2023-12-05;Loja 13;Chinelo;1;11,74;11,74
91618;2023-03-23;Loja 07;Blusa Manga Longa;1;49,92;49,92
91619;2023-11-07;Loja 01;Blusa Manga Longa;5;72,83;364,15
91620;2025-04-09;Loja 01;Sapatilha Casual;4;36,02;144,08
91621;2024-06-10;Loja 05;Tênis Corrida;2;269,43;538,86
91622;2023-06-29;Loja 07;Calça Jeans;4;57,57;230,28
91623;2023-05-28;Loja 12;Camisa Polo;5;83,38;416,9
91624;2023-10-15;Loja 15;Sapato Social;2;184,74;369,48
91625;2024-12-02;Loja 19;Bota Couro;4;327,01;1308,04
91626;2025-11-22;Loja 14;Calça Moletom;3;72,69;218,07
91627;2024-09-28;Loja 16;Sapatilha Casual;5;119,27;596,35
91628;2023-04-12;Loja 16;Tênis Esportivo;2;170,9;341,8
91629;2025-07-03;Loja 06;Camiseta Básica;2;73,58;147,16
91630;2024-03-15;Loja 13;Camiseta Básica;1;48,02;48,02
91631;2023-03-01;Loja 07;Camisa Polo;1;62,08;62,08
91632;2025-06-27;Loja 08;Calça Moletom;1;107,74;107,74
91633;2023-05-23;Loja 03;Camiseta Básica;2;123,81;247,62
91634;2023-12-15;Loja 13;Sapatilha Casual;1;96,61;96,61
91635;2025-11-03;Loja 07;Camiseta Básica;2;53,22;106,44
91636;2024-11-23;Loja 13;Blusa Manga Longa;5;95,91;479,55
91637;2023-07-08;Loja 12;Blusa Manga Longa;5;41,63;208,15
91638;2023-02-07;Loja 04;Blusa Manga Longa;4;47,36;189,44
91639;2023-07-18;Loja 18;Tênis Corrida;4;116,62;466,48
91640;2024-08-18;Loja 17;Sapatilha Casual;3;98,4;295,2
91641;2024-06-04;Loja 15;Blusa Manga Longa;5;92,1;460,5
91642;2025-06-05;Loja 08;Camiseta Básica;4;50,56;202,24
91643;2025-03-16;Loja 08;Calça Jeans;2;82,29;164,58
91644;2024-07-10;Loja 16;Sapatilha Casual;2;83,45;166,9
91645;2023-10-03;Loja 09;Tênis Corrida;4;150,73;602,92
91646;2023-06-08;Loja 14;Blusa Manga Longa;5;42,83;214,15
91647;2025-08-16;Loja 01;Calça Moletom;3;55,66;166,98
91648;2024-10-18;Loja 12;Chinelo;4;39,01;156,04
91649;2025-02-17;Loja 03;Tênis Corrida;5;128,32;641,6
91650;2024-09-04;Loja 04;Bota Couro;5;156,4;782,0
91651;2023-07-14;Loja 08;Calça Jeans;2;61,9;123,8
91652;2023-04-06;Loja 12;Tênis Esportivo;5;197,46;987,3
91653;2024-05-07;Loja 10;Camisa Polo;4;129,82;519,28
91654;2023-05-30;Loja 13;Bota Couro;5;177,05;885,25
91655;2024-12-19;Loja 03;Camisa Polo;4;95,54;382,16
91656;2024-04-22;Loja 16;Tênis Corrida;3;200,18;600,54
91657;2022-12-28;Loja 11;Sapatilha Casual;4;71,12;284,48
91658;2023-09-18;Loja 12;Calça Moletom;5;132,57;662,85
91659;2025-06-28;Loja 17;Blusa Manga Longa;3;77,49;232,47
91660;2023-03-05;Loja 07;Tênis Corrida;3;64,35;193,05
91661;2023-07-07;Loja 15;Calça Moletom;1;71,99;71,99
91662;2024-02-04;Loja 14;Sapatilha Casual;1;104,23;104,23
91663;2025-01-13;Loja 15;Chinelo;3;36,97;110,91
91664;2024-12-15;Loja 13;Camiseta Básica;4;147,14;588,56
91665;2023-12-05;Loja 18;Calça Moletom;3;96,49;289,47
91666;2025-03-06;Loja 11;Camiseta Básica;1;127,81;127,81
91667;2022-11-29;Loja 18;Tênis Corrida;4;144,05;576,2
91668;2024-06-10;Loja 08;Tênis Corrida;5;249,7;1248,5
91669;2025-10-06;Loja 18;Camisa Polo;3;140,0;420,0
91670;2023-11-26;Loja 13;Camiseta Básica;4;57,87;231,48
91671;2025-08-09;Loja 19;Shorts Sarja;3;89,37;268,11
91672;2023-07-01;Loja 01;Tênis Esportivo;3;210,39;631,17
91673;2023-05-19;Loja 11;Calça Moletom;2;104,48;208,96
91674;2023-11-05;Loja 11;Tênis Esportivo;3;169,49;508,47
91675;2024-12-26;Loja 13;Sapato Social;3;83,03;249,09
91676;2023-05-29;Loja 04;Chinelo;1;30,1;30,1
91677;2025-09-17;Loja 16;Blusa Manga Longa;4;101,81;407,24
91678;2025-06-21;Loja 05;Calça Jeans;2;124,02;248,04
91679;2024-07-23;Loja 06;Calça Moletom;4;175,89;703,56
91680;2025-01-09;Loja 20;Bota Couro;5;204,3;1021,5
91681;2025-06-22;Loja 05;Blusa Manga Longa;3;93,45;280,35
91682;2023-09-04;Loja 03;Camisa Polo;5;134,12;670,6
91683;2023-12-12;Loja 19;Tênis Esportivo;3;140,75;422,25
91684;2023-03-17;Loja 09;Camiseta Básica;2;128,29;256,58
91685;2023-01-19;Loja 01;Tênis Esportivo;4;149,84;599,36
91686;2025-09-14;Loja 13;Bota Couro;3;308,85;926,55
91687;2024-07-16;Loja 19;Blusa Manga Longa;3;76,25;228,75
91688;2024-09-14;Loja 20;Shorts Sarja;2;63,74;127,48
91689;2024-05-15;Loja 18;Sapato Social;2;152,05;304,1
91690;2024-11-13;Loja 15;Sapatilha Casual;2;57,04;114,08
91691;2024-12-13;Loja 06;Camisa Polo;3;65,25;195,75
91692;2024-08-07;Loja 01;Tênis Esportivo;4;109,95;439,8
91693;2023-03-05;Loja 08;Sapatilha Casual;1;68,68;68,68
91694;2025-07-29;Loja 03;Tênis Corrida;4;210,12;840,48
91695;2023-04-12;Loja 07;Calça Moletom;1;107,12;107,12
91696;2025-07-26;Loja 20;Calça Moletom;2;158,25;316,5
91697;2023-01-20;Loja 09;Camisa Polo;2;41,03;82,06
91698;2024-12-31;Loja 20;Shorts Sarja;2;34,46;68,92
91699;2023-05-30;Loja 09;Bota Couro;2;268,19;536,38
91700;2025-04-24;Loja 13;Chinelo;4;41,29;165,16
91701;2024-09-30;Loja 01;Camiseta Básica;3;109,57;328,71
91702;2024-08-14;Loja 09;Shorts Sarja;2;40,0;80,0
91703;2024-06-19;Loja 11;Sapatilha Casual;5;111,66;558,3
91704;2025-04-06;Loja 16;Sapato Social;3;181,86;545,58
91705;2024-07-16;Loja 14;Camisa Polo;5;122,48;612,4
91706;2025-06-24;Loja 19;Calça Moletom;1;125,68;125,68
91707;2023-01-24;Loja 08;Calça Moletom;5;165,18;825,9
91708;2025-09-20;Loja 05;Sapatilha Casual;1;51,41;51,41
91709;2023-06-04;Loja 12;Sapato Social;2;242,38;484,76
91710;2024-07-04;Loja 18;Tênis Esportivo;2;167,23;334,46
91711;2025-03-29;Loja 18;Chinelo;5;30,01;150,05
91712;2025-11-09;Loja 13;Tênis Esportivo;2;110,21;220,42
91713;2023-06-04;Loja 06;Camiseta Básica;3;130,79;392,37
91714;2025-06-06;Loja 06;Tênis Esportivo;5;273,84;1369,2
91715;2025-04-07;Loja 02;Blusa Manga Longa;3;92,87;278,61
91716;2024-03-20;Loja 09;Camisa Polo;1;110,29;110,29
91717;2023-03-27;Loja 07;Shorts Sarja;2;39,37;78,74
91718;2025-10-13;Loja 15;Chinelo;2;46,41;92,82
91719;2025-11-09;Loja 08;Chinelo;5;21,22;106,1
91720;2024-12-28;Loja 03;Chinelo;5;33,05;165,25
91721;2025-10-18;Loja 16;Sapato Social;4;238,48;953,92
91722;2024-01-14;Loja 04;Camisa Polo;3;100,27;300,81
91723;2023-06-02;Loja 10;Blusa Manga Longa;5;79,55;397,75
91724;2022-11-28;Loja 09;Calça Jeans;2;159,87;319,74
91725;2024-11-28;Loja 12;Tênis Esportivo;5;161,63;808,15
91726;2023-07-24;Loja 02;Shorts Sarja;3;66,27;198,81
91727;2023-07-30;Loja 01;Sapato Social;4;242,82;971,28
91728;2023-07-10;Loja 06;Sapato Social;1;81,62;81,62
91729;2022-12-21;Loja 12;Shorts Sarja;3;78,65;235,95
91730;2024-05-31;Loja 12;Tênis Esportivo;3;131,18;393,54
91731;2022-12-21;Loja 15;Blusa Manga Longa;4;40,42;161,68
91732;2025-01-14;Loja 02;Bota Couro;3;114,12;342,36
91733;2023-12-02;Loja 16;Chinelo;1;36,23;36,23
91734;2025-05-03;Loja 02;Sapato Social;1;149,37;149,37
91735;2023-05-13;Loja 01;Bota Couro;4;250,21;1000,84
91736;2024-07-29;Loja 07;Camiseta Básica;1;113,08;113,08
91737;2025-07-07;Loja 18;Sapatilha Casual;3;117,7;353,1
91738;2024-09-04;Loja 11;Chinelo;3;25,39;76,17
91739;2024-10-16;Loja 13;Sapato Social;1;161,05;161,05
91740;2025-07-17;Loja 16;Calça Jeans;2;72,75;145,5
91741;2025-08-31;Loja 03;Chinelo;1;16,57;16,57
91742;2024-08-04;Loja 18;Camiseta Básica;5;77,61;388,05
91743;2023-12-11;Loja 09;Shorts Sarja;3;37,35;112,05
91744;2024-12-18;Loja 15;Calça Moletom;2;128,43;256,86
91745;2024-11-17;Loja 10;Camiseta Básica;5;71,2;356,0
91746;2022-12-28;Loja 14;Camiseta Básica;1;111,75;111,75
91747;2025-09-26;Loja 12;Shorts Sarja;2;64,59;129,18
91748;2025-04-03;Loja 16;Calça Moletom;3;148,49;445,47
91749;2025-07-02;Loja 06;Camisa Polo;3;45,58;136,74
91750;2023-12-25;Loja 15;Blusa Manga Longa;5;86,09;430,45
91751;2024-12-01;Loja 07;Tênis Corrida;1;235,69;235,69
91752;2023-08-26;Loja 17;Calça Moletom;2;101,14;202,28
91753;2025-08-09;Loja 20;Calça Moletom;2;74,21;148,42
91754;2023-03-12;Loja 17;Camisa Polo;2;69,15;138,3
91755;2024-07-03;Loja 10;Sapatilha Casual;3;41,2;123,6
91756;2024-01-08;Loja 08;Bota Couro;5;212,93;1064,65
91757;2023-04-26;Loja 05;Calça Moletom;5;119,7;598,5
91758;2025-05-12;Loja 08;Chinelo;3;44,62;133,86
91759;2024-06-24;Loja 10;Camiseta Básica;2;116,27;232,54
91760;2024-02-20;Loja 07;Sapatilha Casual;4;93,99;375,96
91761;2025-05-23;Loja 18;Chinelo;5;48,04;240,2
91762;2023-11-18;Loja 20;Calça Jeans;2;77,3;154,6
91763;2025-01-19;Loja 19;Calça Moletom;4;66,95;267,8
91764;2024-07-09;Loja 12;Shorts Sarja;1;69,59;69,59
91765;2025-04-12;Loja 05;Bota Couro;3;142,97;428,91
91766;2023-01-12;Loja 12;Sapato Social;3;105,29;315,87
91767;2023-04-18;Loja 15;Sapato Social;4;115,47;461,88
91768;2022-12-26;Loja 08;Blusa Manga Longa;1;67,0;67,0
91769;2024-05-28;Loja 18;Camisa Polo;1;139,57;139,57
91770;2023-07-20;Loja 01;Shorts Sarja;3;38,89;116,67
91771;2023-01-11;Loja 11;Sapatilha Casual;4;46,4;185,6
91772;2025-03-31;Loja 07;Sapatilha Casual;5;104,43;522,15
91773;2025-06-29;Loja 05;Chinelo;5;30,37;151,85
91774;2023-12-17;Loja 12;Tênis Esportivo;2;202,54;405,08
91775;2023-01-27;Loja 19;Tênis Corrida;5;115,42;577,1
91776;2024-02-10;Loja 16;Camiseta Básica;3;106,52;319,56
91777;2023-03-31;Loja 17;Sapato Social;5;135,09;675,45
91778;2025-04-24;Loja 14;Calça Jeans;3;80,5;241,5
91779;2025-11-04;Loja 17;Tênis Esportivo;3;136,96;410,88
91780;2025-10-16;Loja 16;Camisa Polo;4;55,92;223,68
91781;2024-12-26;Loja 06;Bota Couro;1;100,81;100,81
91782;2024-11-10;Loja 03;Tênis Esportivo;5;183,34;916,7
91783;2023-06-10;Loja 20;Calça Moletom;5;71,72;358,6
91784;2024-07-26;Loja 07;Camisa Polo;4;58,97;235,88
91785;2024-09-26;Loja 01;Blusa Manga Longa;3;81,14;243,42
91786;2024-05-09;Loja 08;Camisa Polo;1;122,61;122,61
91787;2023-05-10;Loja 09;Camisa Polo;1;89,73;89,73
91788;2022-12-14;Loja 07;Bota Couro;5;120,88;604,4
91789;2023-04-27;Loja 19;Tênis Corrida;4;265,82;1063,28
91790;2024-03-27;Loja 17;Camiseta Básica;4;107,71;430,84
91791;2025-05-19;Loja 03;Sapato Social;5;220,07;1100,35
91792;2022-12-07;Loja 20;Sapatilha Casual;3;55,18;165,54
91793;2024-12-07;Loja 09;Sapato Social;5;136,98;684,9
91794;2023-04-09;Loja 12;Calça Moletom;5;177,22;886,1
91795;2023-01-22;Loja 06;Camisa Polo;2;87,08;174,16
91796;2024-09-04;Loja 20;Camisa Polo;3;134,78;404,34
91797;2024-02-04;Loja 12;Sapato Social;2;176,95;353,9
91798;2024-05-24;Loja 12;Tênis Esportivo;4;116,68;466,72
91799;2025-07-31;Loja 17;Shorts Sarja;5;51,42;257,1
91800;2023-02-23;Loja 14;Tênis Esportivo;1;260,85;260,85
91801;2023-11-30;Loja 04;Camiseta Básica;1;48,49;48,49
91802;2023-02-12;Loja 03;Tênis Corrida;1;131,97;131,97
91803;2025-04-22;Loja 13;Chinelo;2;48,07;96,14
91804;2025-08-03;Loja 01;Bota Couro;3;334,86;1004,58
91805;2024-08-02;Loja 06;Tênis Corrida;4;224,28;897,12
91806;2023-10-23;Loja 16;Camiseta Básica;5;106,28;531,4
91807;2023-03-28;Loja 18;Camisa Polo;1;76,2;76,2
91808;2025-07-28;Loja 19;Calça Moletom;3;55,66;166,98
91809;2024-05-06;Loja 17;Camiseta Básica;1;128,96;128,96
91810;2024-02-28;Loja 19;Sapatilha Casual;3;82,64;247,92
91811;2024-04-23;Loja 11;Chinelo;2;49,87;99,74
91812;2024-07-04;Loja 18;Calça Moletom;1;103,15;103,15
91813;2024-05-04;Loja 17;Shorts Sarja;3;32,55;97,65
91814;2023-12-16;Loja 09;Sapatilha Casual;3;30,72;92,16
91815;2024-04-28;Loja 01;Calça Jeans;4;65,42;261,68
91816;2023-03-31;Loja 14;Camiseta Básica;5;136,55;682,75
91817;2023-07-15;Loja 20;Camisa Polo;4;52,74;210,96
91818;2023-08-13;Loja 05;Tênis Corrida;5;281,62;1408,1
91819;2023-01-01;Loja 03;Camisa Polo;1;43,14;43,14
91820;2024-12-01;Loja 06;Camiseta Básica;1;53,81;53,81
91821;2023-09-02;Loja 03;Camiseta Básica;2;85,14;170,28
91822;2025-04-15;Loja 12;Sapatilha Casual;2;115,57;231,14
91823;2023-03-30;Loja 20;Camisa Polo;4;148,14;592,56
91824;2023-11-20;Loja 14;Camiseta Básica;1;44,67;44,67
91825;2024-04-05;Loja 05;Calça Moletom;1;131,94;131,94
91826;2025-10-30;Loja 17;Chinelo;1;42,21;42,21
91827;2024-07-13;Loja 12;Tênis Corrida;2;71,68;143,36
91828;2025-05-27;Loja 08;Camiseta Básica;5;62,83;314,15
91829;2025-05-05;Loja 18;Camiseta Básica;2;79,02;158,04
91830;2025-07-04;Loja 19;Calça Jeans;5;67,8;339,0
91831;2023-03-16;Loja 16;Sapato Social;3;206,77;620,31
91832;2024-01-04;Loja 04;Tênis Esportivo;1;189,7;189,7
91833;2025-05-19;Loja 11;Tênis Esportivo;5;266,35;1331,75
91834;2024-08-13;Loja 20;Bota Couro;4;278,28;1113,12
91835;2022-12-27;Loja 02;Blusa Manga Longa;5;55,13;275,65
91836;2024-09-04;Loja 12;Tênis Corrida;2;157,41;314,82
91837;2025-10-01;Loja 03;Bota Couro;1;216,06;216,06
91838;2025-08-30;Loja 18;Camiseta Básica;1;58,12;58,12
91839;2023-11-13;Loja 04;Sapato Social;2;107,12;214,24
91840;2025-06-16;Loja 09;Calça Jeans;2;95,41;190,82
91841;2024-08-16;Loja 16;Sapato Social;5;225,68;1128,4
91842;2025-02-01;Loja 05;Tênis Corrida;3;246,36;739,08
91843;2024-05-13;Loja 02;Blusa Manga Longa;4;102,4;409,6
91844;2023-08-08;Loja 09;Calça Moletom;5;166,65;833,25
91845;2024-03-08;Loja 19;Sapatilha Casual;2;42,44;84,88
91846;2025-11-18;Loja 20;Sapato Social;1;108,13;108,13
91847;2025-04-01;Loja 09;Sapatilha Casual;2;83,35;166,7
91848;2024-08-29;Loja 10;Blusa Manga Longa;4;97,4;389,6
91849;2024-08-23;Loja 03;Blusa Manga Longa;1;53,15;53,15
91850;2024-11-16;Loja 06;Camisa Polo;3;74,08;222,24
91851;2025-11-20;Loja 19;Tênis Esportivo;4;186,6;746,4
91852;2025-07-31;Loja 16;Bota Couro;1;216,35;216,35
91853;2023-04-04;Loja 04;Blusa Manga Longa;1;103,08;103,08
91854;2024-10-30;Loja 17;Camiseta Básica;3;139,17;417,51
91855;2023-08-14;Loja 16;Sapatilha Casual;4;79,15;316,6
91856;2025-08-27;Loja 06;Tênis Esportivo;4;274,1;1096,4
91857;2025-07-24;Loja 18;Calça Jeans;5;52,04;260,2
91858;2025-04-12;Loja 08;Chinelo;3;38,72;116,16
91859;2024-03-15;Loja 14;Bota Couro;4;221,33;885,32
91860;2025-06-19;Loja 06;Sapatilha Casual;2;108,04;216,08
91861;2023-04-14;Loja 19;Blusa Manga Longa;3;51,81;155,43
91862;2024-02-20;Loja 02;Calça Moletom;5;142,43;712,15
91863;2025-03-29;Loja 16;Tênis Corrida;5;195,53;977,65
91864;2024-09-10;Loja 15;Sapato Social;4;187,13;748,52
91865;2024-10-18;Loja 19;Chinelo;2;27,29;54,58
91866;2025-03-16;Loja 04;Blusa Manga Longa;2;80,57;161,14
91867;2024-09-08;Loja 15;Camisa Polo;5;93,35;466,75
91868;2025-10-09;Loja 15;Blusa Manga Longa;4;74,06;296,24
91869;2024-04-11;Loja 10;Sapatilha Casual;4;76,29;305,16
91870;2024-04-14;Loja 17;Chinelo;5;10,69;53,45
91871;2025-02-15;Loja 04;Sapatilha Casual;1;96,38;96,38
91872;2023-06-16;Loja 14;Calça Moletom;3;114,52;343,56
91873;2025-04-29;Loja 02;Sapato Social;3;91,17;273,51
91874;2023-10-17;Loja 02;Shorts Sarja;4;63,66;254,64
91875;2023-05-08;Loja 02;Camiseta Básica;3;62,5;187,5
91876;2023-04-27;Loja 02;Calça Moletom;5;85,95;429,75
91877;2023-01-05;Loja 13;Camiseta Básica;2;123,29;246,58
91878;2024-06-16;Loja 05;Sapatilha Casual;3;66,04;198,12
91879;2025-07-17;Loja 03;Sapatilha Casual;2;56,99;113,98
91880;2024-01-18;Loja 09;Camiseta Básica;4;79,22;316,88
91881;2025-04-23;Loja 18;Tênis Esportivo;5;267,63;1338,15
91882;2025-01-14;Loja 16;Tênis Esportivo;2;142,91;285,82
91883;2024-04-10;Loja 01;Sapato Social;3;141,5;424,5
91884;2025-10-26;Loja 20;Sapato Social;5;248,64;1243,2
91885;2025-04-02;Loja 02;Calça Moletom;5;56,9;284,5
91886;2024-04-15;Loja 08;Calça Jeans;1;109,24;109,24
91887;2025-11-19;Loja 12;Tênis Corrida;3;197,86;593,58
91888;2025-02-10;Loja 19;Chinelo;5;24,05;120,25
91889;2022-12-21;Loja 15;Bota Couro;5;236,12;1180,6
91890;2025-05-11;Loja 09;Chinelo;1;29,29;29,29
91891;2024-05-08;Loja 01;Tênis Corrida;4;147,73;590,92
91892;2023-09-22;Loja 14;Camisa Polo;1;40,62;40,62
91893;2023-09-28;Loja 14;Chinelo;3;16,44;49,32
91894;2024-11-21;Loja 10;Tênis Esportivo;1;77,86;77,86
91895;2023-05-07;Loja 05;Calça Jeans;5;161,39;806,95
91896;2024-01-31;Loja 16;Sapatilha Casual;3;90,28;270,84
91897;2024-04-18;Loja 13;Tênis Corrida;2;163,31;326,62
91898;2025-07-09;Loja 19;Calça Moletom;4;86,63;346,52
91899;2025-02-09;Loja 14;Tênis Corrida;3;145,99;437,97
91900;2023-06-03;Loja 07;Camiseta Básica;1;107,62;107,62
91901;2023-09-18;Loja 12;Calça Jeans;3;105,38;316,14
91902;2024-06-27;Loja 19;Shorts Sarja;5;62,69;313,45
91903;2023-02-11;Loja 09;Camiseta Básica;2;123,29;246,58
91904;2025-04-16;Loja 15;Shorts Sarja;5;62,23;311,15
91905;2025-01-12;Loja 12;Bota Couro;4;315,01;1260,04
91906;2023-10-13;Loja 19;Tênis Corrida;1;174,11;174,11
91907;2023-12-22;Loja 17;Calça Jeans;4;155,16;620,64
91908;2024-10-14;Loja 09;Calça Jeans;1;168,68;168,68
91909;2023-11-17;Loja 12;Shorts Sarja;5;54,21;271,05
91910;2023-06-01;Loja 16;Sapatilha Casual;2;74,89;149,78
91911;2024-11-30;Loja 17;Blusa Manga Longa;5;82,93;414,65
91912;2024-10-25;Loja 14;Sapatilha Casual;5;72,45;362,25
91913;2024-09-30;Loja 06;Camisa Polo;3;75,0;225,0
91914;2023-06-02;Loja 06;Calça Jeans;2;163,44;326,88
91915;2025-07-21;Loja 03;Tênis Esportivo;3;129,99;389,97
91916;2023-03-13;Loja 12;Calça Jeans;3;128,48;385,44
91917;2023-08-06;Loja 20;Calça Jeans;2;137,39;274,78
91918;2024-06-03;Loja 01;Chinelo;1;21,49;21,49
91919;2023-08-29;Loja 13;Calça Moletom;5;169,83;849,15
91920;2023-11-08;Loja 13;Blusa Manga Longa;5;50,14;250,7
91921;2023-01-28;Loja 18;Tênis Esportivo;5;177,35;886,75
91922;2024-06-02;Loja 05;Bota Couro;2;218,58;437,16
91923;2024-10-11;Loja 02;Calça Jeans;1;84,15;84,15
91924;2024-04-25;Loja 01;Shorts Sarja;4;58,38;233,52
91925;2025-02-11;Loja 02;Camiseta Básica;5;105,7;528,5
91926;2023-11-06;Loja 05;Tênis Esportivo;1;138,91;138,91
91927;2025-09-18;Loja 05;Sapato Social;1;120,99;120,99
91928;2025-03-21;Loja 15;Calça Moletom;1;74,21;74,21
91929;2024-11-18;Loja 19;Calça Moletom;1;179,95;179,95
91930;2024-07-27;Loja 14;Blusa Manga Longa;3;43,18;129,54
91931;2023-04-26;Loja 14;Chinelo;2;33,57;67,14
91932;2023-07-07;Loja 13;Bota Couro;2;229,13;458,26
91933;2025-03-07;Loja 10;Camiseta Básica;5;144,09;720,45
91934;2025-10-09;Loja 06;Bota Couro;1;125,68;125,68
91935;2024-06-30;Loja 13;Camisa Polo;4;109,09;436,36
91936;2023-02-14;Loja 16;Bota Couro;4;213,39;853,56
91937;2024-08-30;Loja 03;Bota Couro;1;281,38;281,38
91938;2023-01-08;Loja 13;Tênis Corrida;4;146,26;585,04
91939;2024-08-25;Loja 20;Calça Jeans;4;98,83;395,32
91940;2025-06-23;Loja 03;Sapatilha Casual;4;50,62;202,48
91941;2024-10-29;Loja 05;Sapato Social;2;80,07;160,14
91942;2025-07-18;Loja 17;Tênis Esportivo;2;278,51;557,02
91943;2025-05-09;Loja 20;Shorts Sarja;5;44,61;223,05
91944;2024-08-24;Loja 11;Tênis Corrida;3;62,33;186,99
91945;2023-07-11;Loja 18;Camisa Polo;5;79,32;396,6
91946;2022-12-19;Loja 02;Chinelo;1;22,85;22,85
91947;2023-02-19;Loja 01;Sapatilha Casual;1;107,98;107,98
91948;2025-07-23;Loja 12;Blusa Manga Longa;1;106,1;106,1
91949;2024-03-31;Loja 06;Bota Couro;1;228,03;228,03
91950;2023-07-03;Loja 01;Camisa Polo;3;124,88;374,64
91951;2024-05-20;Loja 08;Calça Jeans;2;166,99;333,98
91952;2024-03-27;Loja 17;Camisa Polo;3;109,03;327,09
91953;2023-07-25;Loja 01;Sapatilha Casual;1;84,21;84,21
91954;2025-03-20;Loja 20;Sapato Social;5;123,7;618,5
91955;2023-06-28;Loja 06;Bota Couro;5;121,45;607,25
91956;2025-03-03;Loja 19;Blusa Manga Longa;2;93,72;187,44
91957;2023-09-29;Loja 02;Chinelo;2;37,33;74,66
91958;2025-05-03;Loja 20;Camiseta Básica;1;81,28;81,28
91959;2024-08-09;Loja 09;Chinelo;2;29,83;59,66
91960;2023-08-03;Loja 06;Bota Couro;5;115,8;579,0
91961;2024-01-27;Loja 05;Sapato Social;3;153,04;459,12
91962;2023-04-12;Loja 08;Camisa Polo;2;55,18;110,36
91963;2024-11-05;Loja 17;Sapatilha Casual;5;44,85;224,25
91964;2023-04-21;Loja 02;Calça Jeans;3;114,24;342,72
91965;2022-12-31;Loja 14;Calça Moletom;4;114,76;459,04
91966;2023-06-16;Loja 08;Tênis Esportivo;5;157,03;785,15
91967;2025-10-19;Loja 09;Camiseta Básica;5;43,98;219,9
91968;2025-07-16;Loja 04;Chinelo;2;13,83;27,66
91969;2024-09-23;Loja 19;Camiseta Básica;5;141,68;708,4
91970;2024-10-16;Loja 12;Shorts Sarja;2;37,78;75,56
91971;2025-02-17;Loja 07;Tênis Corrida;4;137,64;550,56
91972;2024-09-20;Loja 20;Blusa Manga Longa;3;40,32;120,96
91973;2024-04-29;Loja 12;Bota Couro;4;144,2;576,8
91974;2023-12-09;Loja 11;Sapato Social;1;117,84;117,84
91975;2025-02-13;Loja 06;Shorts Sarja;1;87,61;87,61
91976;2024-05-23;Loja 05;Shorts Sarja;1;89,37;89,37
91977;2025-06-06;Loja 05;Blusa Manga Longa;2;101,1;202,2
91978;2024-05-28;Loja 01;Tênis Corrida;4;191,2;764,8
91979;2023-06-13;Loja 09;Camisa Polo;1;54,31;54,31
91980;2025-05-21;Loja 20;Sapato Social;2;108,06;216,12
91981;2024-06-19;Loja 05;Sapatilha Casual;4;51,75;207,0
91982;2024-10-15;Loja 08;Tênis Esportivo;5;121,87;609,35
91983;2023-11-06;Loja 18;Camisa Polo;3;83,26;249,78
91984;2024-05-15;Loja 06;Blusa Manga Longa;3;48,33;144,99
91985;2024-01-19;Loja 13;Bota Couro;3;196,59;589,77
91986;2025-03-31;Loja 20;Shorts Sarja;2;81,0;162,0
91987;2023-08-17;Loja 12;Blusa Manga Longa;4;89,0;356,0
91988;2023-11-12;Loja 15;Calça Moletom;1;64,54;64,54
91989;2023-06-10;Loja 16;Calça Moletom;4;154,76;619,04
91990;2025-09-01;Loja 04;Calça Moletom;3;165,42;496,26
91991;2024-09-12;Loja 13;Shorts Sarja;3;38,21;114,63
91992;2024-09-28;Loja 19;Blusa Manga Longa;5;53,32;266,6
91993;2023-04-07;Loja 16;Chinelo;5;39,22;196,1
91994;2025-09-23;Loja 18;Sapato Social;1;249,12;249,12
91995;2023-04-22;Loja 16;Camisa Polo;3;47,36;142,08
91996;2025-02-15;Loja 01;Camiseta Básica;3;104,18;312,54
91997;2023-09-09;Loja 07;Calça Jeans;3;73,67;221,01
91998;2023-04-28;Loja 01;Chinelo;2;16,8;33,6
91999;2023-04-27;Loja 17;Calça Moletom;3;174,22;522,66
92000;2023-11-25;Loja 08;Camisa Polo;5;66,08;330,4
92001;2023-02-09;Loja 10;Sapato Social;4;95,34;381,36
92002;2025-09-19;Loja 03;Camisa Polo;2;82,34;164,68
92003;2024-03-09;Loja 02;Chinelo;4;39,56;158,24
92004;2023-04-07;Loja 12;Blusa Manga Longa;2;57,54;115,08
92005;2024-01-23;Loja 16;Calça Moletom;4;141,11;564,44
92006;2023-11-29;Loja 15;Calça Moletom;1;169,75;169,75
92007;2024-10-02;Loja 02;Blusa Manga Longa;4;59,06;236,24
92008;2023-05-11;Loja 06;Bota Couro;5;111,37;556,85
92009;2023-01-20;Loja 11;Shorts Sarja;5;70,27;351,35
92010;2024-10-20;Loja 19;Bota Couro;1;188,03;188,03
92011;2023-12-08;Loja 03;Camiseta Básica;3;50,5;151,5
92012;2024-08-30;Loja 13;Sapatilha Casual;4;78,19;312,76
92013;2023-09-18;Loja 02;Tênis Esportivo;1;220,88;220,88
92014;2023-07-04;Loja 07;Calça Moletom;5;139,46;697,3
